commentText,Labels
Thank you for sharing this recipe in a very well described way :) If possible plz add subtitles as well :),1
kabita mam ; please garlic rice banana beta den,6
Please can you tell me do I can replace the Coriander by Parsley,7
I love ur cooking,4
Tave Par Kyu Pakana Hai ???,7
awesome,3
"hi mam ,how we can prepare  Shahi biryani masala powder at home",7
can you please tell me a substitute for biryani mix powder and chicken powder ? many thanks,7
gud 1 but my doubt u didn't put oil to cook chicken?? u didn't even mix dat chicken.down?? it will raw rite.,7
"Great, Simple and Awesome presentation, Thanks a lot. Where can i get this wonderful recipe.",5
thank you kavita,1
amezing,3
Nice biryani,2
thanks . aaj hum ne try kiya sab ko kafi pasand aaya,1
very nice recipe,2
very nice recipe,2
"We tried it with full discipline at home... !
Thank You for sharing",1
really u r professional...special I like your preparation all ingredients... thanks to you,5
anty chicken  kese galy GA hum kia usay fry Kar  sakte.,7
Thanks,1
Try star anise too if you get there. it gives awesome flavor to biryani.,6
nice,3
I m gonna try it this weekend :),6
Thoda sa chawal gila ho gaya tha.Temperature maintain nahi kar paye.,6
very nice,3
nice,3
Hi.. Kabita ji humane aaj try Kiya hai apka briyani recipe but apka jesa achha nahi bana. .thnxx,1
Its a really awesome way or easy way to make biryani thank u so much Kavita mam,5
"hi, what is chicken masala and shahi masala?
can you gives us recipe or brand that you used",7
really nice,3
thanx alot mam...im waiting for recipe...god bless you !,1
veri good resipi,2
"kavita,i will tell my mom to try this....thanks",1
Nice recipe I wil try my best,2
Very delicious,2
nic recipe,2
"bhehenji mai europe mea next weekend mea bananekey koshish karega.
thanks.",1
aap biryani banoitho mereku khaye sa dikhrahayea.thanks sister.,1
"Oh yummi Kabitaji....yes I can smell the flavour.....
Thank you....",1
Awesome.....simple and best.....Thanks a lot,5
"oooh thnkq,,,",1
superb,3
kabita ji..thanks 4m Bangladesh..,1
very good .the vedio shows step by step procedure with the quantity  yo be added . must try. 👍,3
wow nice,3
thanks madam,1
kabita g kitna time dam karna h plz riply plz,7
nice,3
kia pressure cooker me dum dia ja skta hy buryani ko?,7
use pressure cooker,6
its good but  ur forget sahijeera  cashow nuts,6
Awsome dear.......,3
thank you kavita baji love from pakistan,1
"When we say half cooked rice, about how much time should one cook the rice?",7
veary will explained 👍,4
your recipe is very good. Thank you very much,5
very simple and good recipe,2
"Just Awesome,great job,Tx.",5
kabitha ji..u r simply awesome..superbb recipe...love it..will surely try it..,5
very good,3
looks very dry,6
it's yummy I had try tody😋,2
no food colour not healthy,6
your recepie is easy testy and so yammy!!,2
better than other recipies,6
do we get ghee fragrance while eating?,7
very very nice,3
yammmiiii,2
Thank you for sharing,1
Thank you for sharing this very nicely done video :D,5
thank you it's very delicious,5
"thankyou, me jarur try karugi",1
onion fried not roasted,6
ok mam good night,6
kabitha mam....Nice..,3
thanks. you made it look very easy,5
We saw your recipe and a thankful I still have fantastic too,1
can you make this in a pressure cooker??? on low heat...,7
VERY GOOD RECIPE,2
I want to eat this.,6
i m also using this style to cook Biryani,6
beautiful,4
thank you 🌷🌷,1
really helpful.. thank you,1
Awesome recipe....👌🏼,2
i am lucky to see this recipe..,6
shahi masala keyse banau?,7
please tell me,6
how raw chicken will be cooked  together?,7
nice biryani,2
Lovely reciepe mouth watering,2
"Wow Kabita ji, this is such a delicious recipe! I will try it for sure :)",5
Thank you for sharing this wonderful recipe.,5
sach  main muh  se paani aya dekhke... superb video.. lovely recipe!,5
Very professional and impressive......,4
Kabita..a beautiful presentation once again...u shud seriously think of becoming a super chef and get the Michelin star..im sure u will get it...give it a thought,4
"hello, can we use a pressure cooker for the biryani?",7
Thank you so much! Your demonstration was just perfect. Thanks a lot! :),5
so u never put water before sealing it? is that the way? does the chicken cook properly?,7
Thank you for the recipe!!! I have tried this biriyani and it was a super success..restaurent style!!!,1
Very Nice... Good Job .. God Bless !!!,5
very nice,3
Thank you.,1
"Good recipe, can we so the sum process in pressure cooker ?",5
Good recepi,2
@ 5:26 somebody is standing behind you...Bhoot.....LOL..!!!,6
"Hi Kabita thanks for making this relish dish so easy,
I really appreciate your presentation and cooking skills.:)",5
thanks for this easy recepie,5
What an efficient way to make the Chicken Biryani!! Kudos to your hard work.,4
"it’s a must try recipe.. you guys need to try it for atleast once ...I’m writing this while eating maggi noodles❤️❤️
Thanks kabita api 
Love from Pakistan 🇵🇰",1
Mun me pani aa rahahe,2
I have make this is so tasty,2
it is the best Maggie recipe on u tube,2
Super I love ur channel,6
Living example of maggi can't be cooked in 2 minutes 😂,6
"Mast tip hai.... Mijhe maggi banane nahi aattaa hai......
Thank you.....😅😅😅😅😅",1
Very  tasty  and  very  yummy,2
Green peas in Maggie 🤑,6
Kya hum ismai aaalo dal skte h mutter k jagah,7
It is the best Maggie recipe on  U tube...😋🤤🤤😋,2
now i wanna try it,6
oil kon sa ???,7
So yummy and tastey thankyou so much,5
Thank you very much........!!!,1
Mene banani dahut tasty hi,2
"Really helpful recipe!!!!! Try this recipe blindly nd u will get awesome taste!!!! I luv it very much!!!!!,😘😘😘😘😘😘",2
aap bina pani ke maggi ki resipi sher kar sakti hai 👉pleas👈,7
u r great...,4
Super nice mem,3
Wow yummy recipe 😋😋😋😋 I will try 😍😍😍😍,2
😘😘😘😘nice didi!!!! Super tasty thing 😋😋😋😋,5
kis kis ko maggi pasand h hit like plzz,6
"Sabji bana kar tari me Maggie mila di...!! Yahi bol deti,"" sabji bana le, aur tari me Maggie dal kar 2 minutes k liye chod de. 2 minutes me Maggie taiyar..",6
I hate it,6
Amazing aunty,3
Awesome. Thank u so much.,5
It is looking very tasty And today I will make it,2
Nice mam,3
yummi maggi😄😄,2
Mena aj noodles banaye bht maze ke but oil itna zaida daal Diya ke abhi tk vomiting ho rhi hai,6
Tried it just turned out so deliciously then ever before,2
Maggie mujhe bahut pasand hai 😜,2
Thank you so so much.. I made Maggi following ur recipe.. It's been a while since I've been super bored of Maggi I didn't even want to look at it again.. But following ur recipe the Maggi turned out to be super yummy,5
Wow,3
Bhot achhi,3
Sanju,6
Yummy 😋😋😋😋😋😋😋😋😋😋😋😋,2
I love maggi,2
We tried it really its too testey,2
Ise accha meri mammy banati ha,6
Nice ,3
mam is dish me capsicum bhi use kr skte h.. ??,7
Hi,6
Mera aik bar noodles khane.k baad bar bar dil kar raha hai amazing noodles.lots.of.love from PAKISTAN,2
Mein yh comment noodles khane k badh type kr rhi hon or mam noodles bhot.mazay k.banay thay  ..Thanks for this yummiest recipe,5
Aadha minute mein piyaj jar jata hai,6
Very yummy,2
"But is it healthy to use Maggie masala with chilli powder and turmeric
Is it healthy",7
I tried it today.... very tasty...😇😋😍,2
kisi nae banaye hain plz muhje bhi batao kaise bane hain phir mein bhi banao,6
thnx,1
Very nice,3
Nice,3
I have just tried it and it is amazingly delicious ❤️❤️,2
It's so yummy 😋 I tried it today ND my brother and mom loved it. 😍,2
Super it's fantastic,3
starts at 0:37,6
Hi,6
But good one kabitaji,3
Tasty  yummy 🤗🤗🤗,2
Tasty and yummy,2
Good,3
Made this today....everything was ok except the salt..thoda kam hogaya.. Thank u so much for the recipe,1
Nice videos,3
Mai abhi ye try Kar rhi hu,6
Delicious noodles gummy tummy,2
Tasty.... 😋😋😋😋👍👍,2
Didi are you professional chef😍,7
Nice,3
Super..,3
Best ,3
"First time I have made it, l'ttle slippery, but I liked the taste. Let's see what's her (my wife) opinion after taste my first made dish!!
Thank you very much Ma'am!",1
Ur recipe is to good,2
Easy and tasty ...Thank you❤️❤️,5
are mre maggi to bahut gndii bnii h yrrr🤣🤣 jl gai,6
Bani to achchi hi per bahut mehnat lagti hi jaese sabzi bana rahe hi,6
can you make the video of recipe of ukadiche modak plzz,7
I 'll try it at home its really tasty,2
Thanks aunt usa 🇺🇸,1
i love maggie😀,2
Nutan,6
Very nice and easy recipe😘😘👌👌👍👍tried it and my mother loved it.thank you kabita,5
Very nice recepi,2
I love maggi,2
Oh my God so tasty yummy,2
"Mem koi kitchen whatsapp group hoto add kyoki

7840876135",6
Nice,3
It's yummy I love this,2
Nice mam,3
Very tasty.........,2
"my first food making
I burned the onions 😅but still it turned owsome taste",2
Tasty Maggie,2
Osm,3
Thnku mam,1
I tried it it was super tasty,2
"Maza aa gya dekh kr hi  
Aaj  hi banunga 👍👍👍",6
Wow....... Mam yummy,5
Thanku so much for showing  a receipt how to make a yummy Maggie.,1
Muh main pani agaya,2
Thanks,1
Yummy food..... thanks mam.🙏🙏,5
Hello kabita mam Maine Maggi ....banaye bahut teasty Bani...mere 4 years beta hai  Swaroop usko bahut pasad aaye....thanku for nice recipe,5
i love your recipes! thank you for sharing your talent with us! ❤️,4
good,3
Tumse bdhiya bana lu me mera tarika alag h,6
Yummy maggi,2
Maam humko maggi jaise sirf noodle kaha milega ?,7
I can assure that if u follow this recipe....u will get an amazing output ...its osmmm,3
I know,6
Kabita'S Kitchen Fans Like Here,6
Very nice,3
Kacchii he,6
I will try this recipe 😊😊,6
So nice colors,2
Ananya,6
Its very instant  method..  Thank you maen..,1
very tasty,2
I tried it Was so yummy.... 😋😋😋😋thnku  mam for ur awsme recepie.... 😉😉😉,5
Mai aise hi bnati hu.. 😊,6
Very nice maggi .,2
Superb taste,2
Awesome taste,2
I like your recipe so much,2
It's very osm,3
Maggi recipe very nice,2
super racepi,2
How to make yippee noodles,7
very nice,3
Thank you,1
Good maagi,2
"watch it...make it...and enjoy it.
so yummy and tasty...superb.",5
Telugu loo patavachu kada,6
I tried this Maggie today and it turned out so delicious.. Thanks for sharing Kabita 👌🏼👌🏼,5
Very testi 👍,2
Darun...........😛😛😛😛,6
nice video,3
Your recipes are damn nice 😍😍,4
Dhaniya powder skip kar sakte hain or chilli powder ki jagah chilli flakes or jeera powder ki jagah jeera use kar sakte hain kya????,7
Main bhi maggi masala noodles banaaugi,6
Kabada bangyi hamari magi,6
Thank you for this video,1
I tried your recipe it was very tasty thank you,5
Txxx mem,1
i have try this meggi😋,6
Yaar mughe to dekhte dekhte hi muh me paani aane laga 😋😋😋😋😋😋😋😋😋😋😋😋😋,2
Aunty Mai jarur try karungi,6
Gazab meggi.. every one should try this method..,2
Aap mere guru ho. My wife and my son are inspired by my cooking because u .,4
"Its sooo satisfying when u try a new recipe its it turns out to be amazing!! I'm soo glad I came across your video, its sooo delicious😍",5
Thanks mam🐏🐏,1
Kis kis Ko ya recipe achee lagi like karo,6
Very tasty,2
yeah ......... wooowww yummmy,5
Mere kitchen ki aeis taid ho gyi,6
To good,3
Nice,3
Thanku so much.. 1st time Maggi is typ k banaya hai.. Jast aswm.. Again Thanks maam,1
"I have tried it
It was fantabulous but I substituted peas with carrot
And it turned out ti be yummilious",2
Thank you didi for the video,1
Yammi,2
I tried it and the results were out of the box!i am a fan of yours now#khushi,4
Super,3
Tasty noodles,2
Very good,3
Eek no mam ja raha hun maggi banane,6
Mast,3
Nice,3
Super.  .jabbardst..,3
👍👍👍😀👌our family usually likes put a lot of water we like the gravy taste kind of like a soup but I also really like dry noodles to love from Canada,6
Yummy,2
mene try kiya tha,6
Nice recipe,2
"ALL HAIL THE QUEEN OF INDIAN COOKING!!!!! In my life till now I have not made something this yummy.  The best part is you tell us exactly how many minutes each ingredient should cook for. And this is very important for someone like me who doesn't know the ABC of cooking. Also, minimal ingredients, all available at home. Ok now I'm gonna enjoy my maggi",4
Dilssad sheikh,6
Maggi magic masala dale or b achcha lageag,7
me aapki bahut badi fan Ho kabista kitchen aapki recipe bhi kamal ki hai,4
I make this it  result is very  tasty😃😃,2
Thanks mam,1
I cook it and I get excellent result.,6
Now maggi is not 2min noodles,6
Yummy😋😋,2
It was very yummy.... I tried at home I hadn't made this type of delicious maggi in my life main abhi aur recipes ke liye wait kar rahi hu,2
I made it..It was awesome...Thanx a lot,5
Hamari Maggi Khuli hui h kase bnaye,7
Yummy maghi,2
I love Maggi,2
thank u ji,1
I have cooked for the first time..and it was masala maggie...I followed your recipe.. Everyone loved it.. thank you very much ❤️,1
Too good method I like it... Thanks maam,1
Very nice,3
I just made it today and it was so yummy but I mistakenly put a lil but too much spicy powder but it's still good thank you 💝💝💝,1
madam agr hum curry paya na bhi dala toh chala ga,7
I tried it . And It's so nice and spicy 💋🤤I loved it ...***,2
today I am tried UMEED😍 hai k ap jasi hi bana,6
Kya alag hai aise to main bhi bnata hu kya alag hai,6
I tired today it turned put to be sooo tasty thank you for the simple and tasty maggi recipe ❤❤,5
Superb 🤗,3
I am sorry but by small brother is write,6
I don't like maggi,6
Nice,3
actually this was good,3
Thank youfor sharing this video,1
Osm,3
Nice,3
Banne ke bad bahut lalach lag raha hai,6
Very nice,3
i  tried seriously it is too yummy,2
bekar I didn't like it  I like only simple maggie,6
"Yuuumm 😛😛
Its actually tastieee",2
Mam mai b ditto apki trh banati hoon maggie masala...Bilkul same esi trh.. or sawad mai bhot testy h ....,2
Aap har chij bahut aacha banati hae,4
Meri Maggi 2 minutes se jyada der me pakti h ..nhi to kachi lgti h.,6
Tried it out today!  Turned out to ne very very good!!!,2
Wooow yummy 😘😘😘😋😋😋😋😋😋😋nicee ma'am,5
It tasty . More that my one 😭😭😭😭😭,1
Muh me pani aa gya yar 😂😂😂😂,2
Awesome recipe MA'AM 👍👍 plz make chicken maagi,2
So so so so tasty and yam 👌👌💕💕,2
Nice,3
Yummy,2
Yummy,2
Your voice is very clear and sweet,4
Nice recepe,2
Your welcome,6
Kon kon serving plate ki jagah kadhai me hi maggi khata h😂😂😂aur usi chamche se 😂😁,6
Kisne kaha hai Maggi 2 minutes me Banta hai😇😇,6
Yummy 😍,2
Tasty yummy  kya recipe hai main banake kha ke dikha.....,2
Vrey nice,3
omg thank you,1
Tried it...too yumm...,2
"Thank You :) 
I always cook normal wala maggi and  tired to eat this daily , but i tried your recipe today and it's too delicious . Thank you again :)",5
Yummy,2
Nice,3
nic,3
Yummy      bhukh    lag   gyi,2
Kabita your recipes are fabulous 🙂🙂🙂,4
Nice,3
So yummy,2
Bohot tasty hai😋,2
Yummy! 😋🤤,2
Wow 👌👌👌😅😅,3
Superb,3
U r cute 😘,4
Nice,3
bindas recipe👍👍👌noodles r looking v. tasty,2
I tried ur recipe @2.30am... thanks a lot sister 😍,1
Your recipes are always good 😊😊,4
Best and perfect taste,2
Who will add Kadi patta in maggie 🤔🤔🤔😅😅,7
Apki voice bhut soothing hai... Apki videos dkhne me bhut acha lgta h 😊😊,4
HOME DELIVERY AVAILABLE H KYA AUNTY MUZHE YEAH MAGGI TEST KRNI H,6
Very nice,3
Can I skip the tomato??,7
so yummy,2
Very yummy cooking style of cooking Maggi....it's awesome🍜🍜,5
"This is lovely is respie 
So thanks 
😃'ÇHĒF MAM'😄",5
Mera Maggi toh jal Gaya aur kaala pad Gaya.,6
Yamy,2
I have tried this recipe it tastes good,2
Normal masaale se Maggie k taste bekar to nahi ho jayega,7
best,3
I love this one receipe so much. Love from Canada Ma'am.,2
Is masalas save for everyone.. could you make it without ..,7
Very tasty maggi means mouth watering,2
Wow!!!,3
Thanks  man for new ideas.,1
So yummy😊,2
Mam plz punjabi tadka  maggie recipe share kro plz mam..,7
Very tasty,2
Nice  video 😍😍😍,3
Nice Maggi,2
mume pani agya,2
thank you kabita mam yeh recipe dene ke liye,1
Most welcome 😊,6
Woow nice,3
So tasty,2
Very good,3
Kash ye mere mobile se bahar nikle la sakti,6
Is Curry leaves are optional,7
Thankyou madam,1
I have made it...its just amazzziinngg...😍😍😍😍 Thank u soo much for the tastiest recipe...😘,5
Yummy 😘😘😘,2
Nice mem😘,3
Best Maggi I make after seeing 😋😋😋😗😗😗,2
yummy 😋😋😋😋,2
I tried this and it's yummier than the actual masala Maggi... Love for Maggi,2
. My mother today making this food thank you aunty,1
So easy-to-make,2
So Maggi's claim of 'Ready in 2 minutes' is a lie.,6
Too much nice,3
Very nice,3
I tried it ....I was awesome 😍😍 Guys do try,2
So like and comment,6
Kis kis ko mgi Pasand hai,6
Hii,6
*maggie  lover hit like *,6
Bahut acha mam,3
Super,3
Arey hame bhi khana hai Maggi muh mein Pani aa gaya,2
Sb bolte hai maggi 5 min me bnate hai. .......mere ko 1 ganta lg jata hai bnane me. .....😂😂😂😂😂😂,6
Thanks,1
Thanks mam for telling us this new way to cook yummy Maggi,4
Thank you mam it's super delicious 😋,5
Finally tried the recipe today and it turned to be very tasty,2
Nice recipe mam,2
Appi salt jyada ho gaya.. Kya karun,7
Moo me pani aa raha hai,2
The way you speak reminds me of the safety announcements they make on a plane.. lovely presentation,4
I made it for my girlfriend and she loved it...thank you 😊,1
Very tasty mam,2
"Awesome!!!
Very yummy",5
Nice,3
Great thank you so much mam,5
can you buy coriander powder?,7
Thanks,1
Thank you didi,1
Mei try v kr li bahot hi tasty bna h,1
Super ,3
Aapne maagie masala kyu nhi daala,7
Delicious🤤,2
Bhut sundr ha aap,4
Mam your all recipes are good this one is also ,4
So yummy,2
mam u r the best u made me 0 to hero,4
Very nice,3
Very tasty recipe,2
kabita g nmaskar  m apka bahut bda fan hu,4
Yummy nice recipe 😙😘😘😘😘😍😍,2
2 min ka noodle 5 min me bana,6
Spicy and delicious Maggi Masala .,2
I think I cant manage curry leaves. Is it that important or I can make noodles without it?,7
Your voice is very lovely,4
i love you kitchen,6
"It’s dam yummy 🤤, love it",2
Your way of demonstration is very Good..👍🏻👏🏻,4
nice,3
So delicious and yummy 😍😍😍😍😍😍😍😍😂😂😂😂😂😂😂🤣,2
APNA NUMBER DO WHATSAPP,6
Very maggi,6
Very good,3
Nice mujhe bhotu pasand aya,3
wow,3
2 minute ki meggi banane ke liye 5minat Ka video 😂😂,6
I tried this Maggi recipe and its really very tasty💕💕,2
Very tasty,2
There is nothing new I already used to make like that only,6
Maja aa gaya kha ke thnx :),1
"Very..tasty recipe.,...I tried....😘😘😘😘 mouthwatering...even now....🤤🤤🤤🤤🤤",2
"thanks, its so ymm!",5
Bahoot achhi,3
Thanks for your recpie,1
I love maggi yummy,2
Yummy,2
Nice!! Yummy 😋,5
Nice maggi,2
Very nice,3
Yummy,2
Very nice & yummy 😋😋☺😊😘😘😘😍😍😍😍😋😋😋😋😋😋😋😋😋😋yummiiiii......................,2
Really it is tasty,2
Bohot pani dalti ho,6
I made this 😍❤️Super Delicious ❤️😍Loved It!,2
Thankyou mam 😊😊😊,1
Nice,3
Nice,3
Very good video,3
I am going to try this😋😋,6
Amazing yrrrr,3
Nice,3
Wow osam realy,3
I tested your this recipe. It's so tasty. Thank you.,5
awesome Recipe,2
Cooker me maigi kaise banaye,7
Omg!! Your recipe was so delicious. I tried making it and it turned out to be sooooooooo yum🤤😍😍😍love all you recipes. ☺️💓💓💓💓💓,2
i am daunlod this vidio,6
M bna rhi thi maggie bn gya hlwa....😥😥,6
I tried it step by step...it's so yummy..😋,2
10min for Maggi,6
very nice,3
Yummy Meggie,2
Very nice magi,2
Dekhne mai hi tasty lg rahii hai,2
tasty tasy.... 😋,2
so beautiful,4
ap bahut intelligent ho mam,4
agar hmm magi ma panner dala too kis time dala,7
Sooo yummy thanks 👍👍,5
"Great video mam, so useful . So glad that i can now make maggi.",3
So Good Recipe 😍 #Appsguruji,2
So yummi,2
Nice,3
it was too delecious mam....and I was appreciated by my mom .....thnks a lot 😊,5
aapka chanal mujhe bahut he aacha lagta hai,4
Nice,3
bahut tasty bni thi,2
Delicious Maagi I loved it,2
Very nice good,3
superb,3
I hv bn mkng maggie exactly the same way for years now n it remains my fav till date  ❤❤❤❤💕💕💕,6
Very nice ,3
In Bangladesh 4 onions equals to that one onion,6
Mast,3
Nice,3
Nice Maggie 👌👌👌,2
Thanks kabita mam for the delicious dish,5
I tried it......... It's very yummy🤗🤗thnq mam,5
Maine subscribe ni kiya,6
Soo  nice,3
Oo nice recipe,2
Thank you so much ma'am ❤️,1
Soooooo yummmmmy magggi Bani thi,2
Nice,3
I have done now 😋😋😋 same same,6
good recipe,2
🌷nice🍝recipes🌷,2
Good job,4
App hi hame khila dijiye,6
thanks mam,1
Nice,3
Yummy,2
Thank u mam mainey bilkul aap ko follow kiya aur bahut achi masama maggi bani,1
"Slow down, I'm Canadian and cannot understand you, please make an English speaking version",6
Thank,1
Thank you ma'am...,1
Really di it worked a lot thankyou,1
very tasty,2
I try this recipe it's taste so yummy,2
Very nice and tasty . Thanks .,5
Yummy,2
So nice મેં  પણ બનાવી,3
You are respie fantastic 😊,4
Sooo yumm,2
Maggi khilao 😂😂😂😂😂,6
Bht accha,3
So tasty..........,2
very nice 😀😀 and so tasty so yummy,5
Ur recipe is so nice I tried it and me my mom liked it so much,2
😋😋😋 please thora do na,6
ab to meri bhukh bad gai ha,6
Nice,3
Mai esse bhi tasty banati hu😉😉,6
Which maggi you have used i mean to say of which company ?,7
Very nice recipe,2
thank ou anty,1
nice,3
Mam .......... Maggi 2 minute me ban jati hai but es tarikese to maggi ko banane maine 2 min nahi 2 hours lagenge,6
So 😋 tastyyyyy,2
Mast,3
very tasty,2
supab,3
Very  easy recipe,2
Nice,3
thank you auntie ab mummy ke jatehi appki video lagegi,1
"Ma'am why u r so sweet...?? U used to find time in ur most busy schedule to reply almost each nd every comment of ours ... I mean how some one can be so down to earth...so so generous nd talented.....
Love u a lottttt...May God bless u wdh d entire happiness of dis world.",4
Kabita maam is a great inspiration...looking at her I started my channel....,4
Looking so yummy 😚😚tasty.bookh lag rhi hai 😋😋,2
Yummy... For once I Had my mobile in my mouth 😂😍,2
Most yummy Maggi recipe ever,2
So yummy 😋,2
Waooooooooo Kabita g aap bahut ache se receipe banana batate h...👌👌👌👌👌👌,4
Nice,3
Too yummy i loved it...😍😍😍,2
Mam your all recipes are mind blowing😍😍😘😘,4
Wow😊,3
Hamesha mera pani kam ya zyada ho jata tha ye video dekhne ke baad bilkul perfect maggie bani thank you didi. Bus ab ek baat aur bata do agar microwave me maggie banani ho to kaise banaye?,5
Kabita gi thanks for this recipe 🔥🔥🔥,1
Mam aap bahut great ho....aapki videos bahut helpful hoti h ... specially jo log ya student ghr se dur rhte h unke liye to bahut hi jyada helpful hota h...or ku6 v cook krna easy ho jata hai.😊,4
Very nice,3
Yammy,2
Maggie say only two minutes and the the Maggie is ready but my Maggie is never finish making in two minutes,6
Delivery kijiyega,6
Yeahh... Very awsome 😍😋😋❤,3
This recipe is sooo tasty...thanks for sharing such tasty videos,5
Super,3
2 minutes maggie  to 10 minutes mai ban rahi hai,6
Nice,3
can i add chicken in it,7
Indian food is my second favorite food i hope i can go to India someday,6
ap ki sbi recipe achi hoti aa mam good,4
Yummy,2
yummy,2
Gud one recipe I also cook Maggie like you,2
yes mam u r right men's b try kiya bht bht achi bni h,6
I am making it,6
Voice matches air hostess anouncement..,4
me bhi ese hi banati hu😊,6
yummy,2
Mam you are great,4
Supper,3
Nice recipe  mam 😋,2
Ohoooooo looking very crispy and tasty,2
"can we exit tomatos plzzzz replllllly u don,t replu",7
Delicious  meggi,2
nice  video ☺☺,3
Very yummmmy mam,2
Very tasty,2
Ur the wonder chef,4
Very nice video,3
Thanks for sharing this video,1
Nice,3
Kash ye mere aage aise hi aa jata,6
Can we use golmirch powder,7
I like maggi raicipy,2
Very nice maggi  raicipy,2
Awesome recipe,2
I have tried today it was delicious and yammy👍🏻👍🏻😝😝😌😌😌,2
Super,3
Tried it today ..turned out super tasty !,2
Watering in my mouth,2
Nice,3
First time maggie kha ke pet bhraa thankuuuuuuu,1
Very tasty maggi respi,2
nice,3
Mast,3
I love Maggie and happy New year kabita mam love you mam okk bye,6
supper supper supper supper supper,3
2 min  to tomato pakne main hi lag Gaye kon bolta hai 2 min main puri Maggi ban jati hai usse kala pani ki saja Di jaye,6
nice,3
"Mene banaye yeh noddles bahot 😋 tasty hai, thanks mam",5
 Kaya ham potato dal sak te he kaya,7
Yaar i have no curry leaves now what to do,7
Super,3
Mouth watering,2
Mam can we make it without curry leaves??,7
Nice,3
Mouth me water aa Gaya,2
So tasty,2
Nice video,3
Suppperrrrrrrr,3
Nice,3
Wow,3
Supar 👌👌👌👌👌👌👌👌💞,3
Yummy 😮,2
"I will eat my phone ......
So nice recipe....
Yummy",2
Mast yammmm,2
I tried now....,6
Nice,3
Mam mai ek singer hu sirf song ki hi jaankari rakhta hu baki aur chizo me interest nahi rakhta lekin aapka ye video dekhne se mai khud ko rok nahi paya..mai aapka Chanel subscriber kar liya hu..aapki video dekhkar dil khus ho gaya.. Fantastic,4
Very nice mam,3
"I made it
And it was yum.",2
Your all recipes r too good and it's my favourite Maggie so yummy if you like Maggie guys hit the like plzzzz love you 🤗🤗🤗🤗🤗😘😘😘😘😘😘,4
Kya ye jo normal banate h us se achi h kya,6
dekh kar to bhook lag raha he aab jab tak kha nahi lati tab tak aaram nahi milaga,6
Mai v to aise hi banati hun kuch v naya nai tha....😣,6
curry patta avoid kar sakte hai,7
Maam Which Cheese do you prefer to add in this recipe ?Please Reply.,7
very nice😍😍,3
curry leaves is not good in magieee,6
I am eating Maggie right now,6
Love it,6
Nice,3
U talk so nicely but quickely,4
"Really really tasty ,tried it 💯",2
Nice recipe mam,2
I like it,6
nice,3
thanks for you aaj hi hum bnayeg,1
Yummy 😋😋😋😇😇,2
1 mint me nodal nai pakta jaheel,6
Best Recipe,2
Nice video,3
Nice,3
supperb recipe 😋😋,2
Nice recipe,2
I like sweet Meggie milk and sugar  wali.,6
Tasty nd lovely recipe mam,2
Achha bana tha mere wife anda or kalimirch v add kiya tha,6
nice recipe i will definitely try 😊☺,2
Pyaaz hoti hai..,6
nice,3
Nice recipee,2
Ye to purani maggi recipe hai mai kitna bar bana chuki hu,6
Super,3
Kahate hai ki maagi 2 minute me banta par yaha par kuch or hi hai 😅😅😅😅😅,6
Bina maggi masala ke kaise banti hai,7
nice,3
very tasty,2
So yummyyyyyyyyyyyyyyyy 😋😋😍😍😘😘🙋🙌👍👍👏👐✌✌👌👌 Thanks.,5
mam bohat achi recipe hai,2
mam very good recipie,2
Good recipe.,2
Aapki awwaz bhot achi h,4
Superb mam and except kari leaves Me bhi same aise hi banata hoon 👌🏻🤗,5
bhuk lag gi,6
Bachelors Ki jaan masala Maggi,6
Nice,3
Soo yummy..I had tried ths,2
Hungry... 😭,6
Maggi lover hit like button upto 50 like,5
#Mast_ha_vidio,3
Nyc ...,3
Ye video dekha aur fir abhi maggie bnayi mene ye recipe follow krke..and guess what itni tasty maggie mene aaj tak nahi khai kabhi..this recipe is so good..😋👌🏻,2
achha laga main aaj yeh jarur try garunga,6
Thanks mam,1
thanks,1
Hum pehle hi ase bnate hai isme nya kuch bhi nhi hai,6
😋😋good idea,4
Looks yum. So mouth watering😋,2
I also like Maggy your trick is powerful ab mere ghar ke sabhi sadasya mujhse hi Maggie banbate he Thank u for uploading this useful trick I like your method,5
oh yummy,2
maggie is very tasty,2
Nice,3
Super,3
Too excited,6
"So tasty, thank you so much mam",5
Sirf dekhao mat do bhi hame 😠😁,6
test maker  k Bina banake dikhayiye,6
I love maggi I eat it every day,6
thanx nice recipe,5
noodles torne se to ye chote chote noodles bane ge,6
Very tasty i got water in my mouth,2
Mam curry patta k bina bna sakte hain,7
"Wow ,so nice",3
Can I just use masala powder,7
Tasty,2
Mam thank you your all recipe nice,5
Yummy,2
"Very tasty....  Keep it up mam
And thanx for all your recipes 
Please make more vids🍈🍇🍇🍍🍌🍓😁😁😁😁😀😀😀",5
"Di mane try kiya tha bhot he 🤤🤤🤤 he 
Thank you di",1
Fantastic recipe,2
v good,3
"Very tasty kabita di 
Thanks for this recepie",5
Mai aise hi bnati hu starting se... 😋😊,6
Wah wah Kya baat hai,6
Very. Good,3
thanks for the recipie... i cooked first tym in life... it wasnt that great bt it was a masterpiece for me...,1
Thnks Mam,1
Nice,3
Tomato ki jagaha carrot daal skte he mam,7
Patta gobhi koi achhi recepi btaye,7
I love your voice,4
Very nice  recipy,2
Aapne bahutt Accha video banaya mam,3
